nl,paraphrases,sql,tables,columns,business_intent,complexity,alternatives,label
What is the average income band lower bound for all income bands?,"# Paraphrases of the Original Question

1. What is the mean of the minimum values across all income brackets?

2. Across the complete set of income bands, what is the average of their lower limits?

3. If you take all income categories and find their starting points, what would be the average of these minimum thresholds?",SELECT AVG(ib_lower_bound) FROM income_band,income_band,income_band.ib_lower_bound,"To understand the central tendency of income segment starting points, which helps in analyzing the distribution of income bands and can inform customer segmentation strategies or marketing initiatives targeting specific income demographics.",easy,SELECT SUM(ib_lower_bound)/COUNT(*) FROM income_band;SELECT ib_lower_bound FROM income_band ORDER BY ib_lower_bound OFFSET (SELECT COUNT(*)/2 FROM income_band) ROWS FETCH FIRST 1 ROW ONLY -- for median instead of mean,1
What is the average income band lower bound for all income bands?,,"SELECT d.d_month, SUM(cr.cr_return_amount) as total_returns
FROM catalog_returns cr
JOIN date_dim d ON cr.cr_returned_date_sk = d.d_date_sk
WHERE d.d_year = 2002
GROUP BY d.d_month
ORDER BY d.d_month",catalog_returns;date_dim,,,hard,,0
What is the average income band lower bound for all income bands?,,"SELECT dummy_col, AVG(ib_lower_bound) FROM income_band",income_band,income_band.ib_lower_bound,,easy,,0
What is the average quantity of items on hand across all warehouses?,"# Paraphrases of the Original Question

1. Across all warehouses, what is the mean number of items currently in inventory?

2. What quantity of items do warehouses have on hand on average?

3. If you calculated the typical inventory level across all warehouse locations, what would the average item count be?",SELECT AVG(inv_quantity_on_hand) AS avg_quantity FROM inventory,inventory,inventory.inv_quantity_on_hand,"To understand the overall inventory levels across the business, which helps in inventory management, planning, and identifying potential overstock or understock situations company-wide.",easy,"SELECT AVG(inv_quantity_on_hand) AS avg_quantity, COUNT(*) AS total_inventory_records FROM inventory;SELECT AVG(CAST(inv_quantity_on_hand AS FLOAT)) AS avg_quantity FROM inventory",1
What is the average quantity of items on hand across all warehouses?,,"SELECT dummy_col, d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
What is the average quantity of items on hand across all warehouses?,,"SELECT dummy_col, AVG(inv_quantity_on_hand) AS avg_quantity FROM inventory",inventory,inventory.inv_quantity_on_hand,,easy,,0
How many catalog pages were active between January and June 2002 for each department?,"# Paraphrases of the Original Question

1. For each department, what was the count of active catalog pages during the period from January through June 2002?

2. Could you provide the number of catalog pages that remained active in each department between the first and sixth months of 2002?

3. What is the department-wise breakdown of active catalog pages for the first half of 2002 (January-June)?","SELECT cp_department, COUNT(*) AS page_count FROM catalog_page WHERE cp_start_date_sk <= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-06-30') AND (cp_end_date_sk IS NULL OR cp_end_date_sk >= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-01-01')) GROUP BY cp_department ORDER BY page_count DESC",date_dim;catalog_page,,"To analyze the distribution of catalog pages across different departments during a specific time period. This analysis helps in understanding which departments had the most catalog representation during the first half of 2002, which could inform marketing strategy decisions and resource allocation for catalog production.",medium,"The query assumes a date_dim table that isn't explicitly mentioned in the schema context. An alternative approach could use direct date comparisons if date values were stored in the catalog_page table rather than surrogate keys.;If we wanted to analyze trends over time, we could modify this query to group by month or quarter to see how catalog page distribution changed throughout the period.",1
How many catalog pages were active between January and June 2002 for each department?,,"SELECT DISTINCT i.i_item_id, i.i_product_name, i.i_item_desc FROM item i JOIN promotion p ON i.i_item_sk = p.p_item_sk WHERE p.p_channel_email = 1 AND p.p_channel_dmail = 1",promotion;item,,,hard,,0
How many catalog pages were active between January and June 2002 for each department?,,"SELECT dummy_col, cp_department, COUNT(*) AS page_count FROM catalog_page WHERE cp_start_date_sk <= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-06-30') AND (cp_end_date_sk IS NULL OR cp_end_date_sk >= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-01-01')) GROUP BY cp_department ORDER BY page_count DESC",date_dim;catalog_page,,,hard,,0
What is the total quantity of items purchased online but returned through the catalog channel?,"Here are three different paraphrases of the original question:

1. How many products were bought via the internet but sent back through the catalog channel?

2. What's the sum of all merchandise acquired online and subsequently returned via the catalog method?

3. Could you provide the aggregate number of items that customers purchased on the web but later returned through catalog services?",SELECT SUM(cr_return_quantity) AS total_returned_quantity FROM catalog_returns cr JOIN web_sales ws ON cr.cr_item_sk = ws.ws_item_sk AND cr.cr_order_number = ws.ws_order_number,catalog_returns;web_sales,,"To analyze cross-channel customer behavior by measuring how many items purchased through the web channel were subsequently returned through the catalog channel. This helps identify potential issues with product quality, online product descriptions, or customer satisfaction across different sales and return channels.",medium,We could calculate the percentage of web sales items that were returned through catalog by dividing the total returned quantity by the total sold quantity;The query could be enhanced to break down returns by product category or time periods to identify patterns,1
What is the total quantity of items purchased online but returned through the catalog channel?,,"SELECT dummy_col, cp_department, COUNT(*) AS page_count FROM catalog_page WHERE cp_start_date_sk <= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-06-30') AND (cp_end_date_sk IS NULL OR cp_end_date_sk >= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-01-01')) GROUP BY cp_department ORDER BY page_count DESC",date_dim;catalog_page,,,hard,,0
What is the total quantity of items purchased online but returned through the catalog channel?,,"SELECT dummy_col, SUM(cr_return_quantity) AS total_returned_quantity FROM catalog_returns cr JOIN web_sales ws ON cr.cr_item_sk = ws.ws_item_sk AND cr.cr_order_number = ws.ws_order_number",catalog_returns;web_sales,,,hard,,0
What was the total web sales amount by month in 2002?,"# Paraphrases of ""What was the total web sales amount by month in 2002?""

1. Can you provide a monthly breakdown of the total online sales figures for the year 2002?

2. How much revenue was generated through web sales during each month of 2002?

3. For the year 2002, what were the monthly totals for all sales conducted via the web?","SELECT d.d_month, SUM(ws.ws_net_paid) as total_sales
FROM web_sales ws
JOIN date_dim d ON ws.ws_sold_date_sk = d.d_date_sk
WHERE d.d_year = 2002
GROUP BY d.d_month
ORDER BY d.d_month;",web_sales;date_dim,,"To analyze the monthly sales performance trend throughout the year 2002, helping to identify seasonal patterns, peak selling periods, and month-over-month changes in online sales revenue.",medium,"Instead of d_month, could use d_month_seq for time series analysis or extract month from d_date for a numeric representation.;Could use different sales metrics like ws_sales_price or ws_net_profit instead of ws_net_paid to analyze different aspects of sales performance.",1
What was the total web sales amount by month in 2002?,,"SELECT d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
What was the total web sales amount by month in 2002?,,"SELECT dummy_col, d.d_month, SUM(ws.ws_net_paid) as total_sales
FROM web_sales ws
JOIN date_dim d ON ws.ws_sold_date_sk = d.d_date_sk
WHERE d.d_year = 2002
GROUP BY d.d_month
ORDER BY d.d_month;",web_sales;date_dim,,,hard,,0
What are the top 5 most expensive items in the 'Books' category?,"# Paraphrases of the Original Question

1. Which five products in the Books category have the highest price points?

2. In the Books section, what are the five costliest items available?

3. Could you list the five most premium-priced books that can be purchased?","SELECT i_item_id, i_item_desc, i_current_price FROM item WHERE i_category = 'Books' ORDER BY i_current_price DESC LIMIT 5",item,item.i_category;item.i_current_price;item.i_item_id;item.i_item_desc,"To identify the premium-priced items in the Books category, which could inform pricing strategies, inventory management, and marketing decisions for high-value products.",easy,You could also add additional product details like brand or manufacturer if those were relevant to the business question;The query could be modified to filter for currently active items by checking i_rec_end_date is null or in the future,1
What are the top 5 most expensive items in the 'Books' category?,,"SELECT dummy_col, d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
What are the top 5 most expensive items in the 'Books' category?,,"SELECT dummy_col, i_item_id, i_item_desc, i_current_price FROM item WHERE i_category = 'Books' ORDER BY i_current_price DESC LIMIT 5",item,item.i_current_price;item.i_category;item.i_item_id;item.i_item_desc,,easy,,0
Which customer made the most catalog returns in terms of total quantity?,"# Paraphrases of ""Which customer made the most catalog returns in terms of total quantity?""

1. Based on total quantity, which customer returned the highest number of catalog items?

2. Who among the customers had the largest volume of catalog returns when counting total quantity?

3. In terms of overall return quantity, which customer sent back the most catalog products?","SELECT cs_bill_customer_sk, SUM(cs_quantity) as total_quantity_returned FROM catalog_sales WHERE cs_bill_customer_sk IS NOT NULL GROUP BY cs_bill_customer_sk ORDER BY total_quantity_returned DESC LIMIT 1;",catalog_sales,catalog_sales.cs_bill_customer_sk;catalog_sales.cs_quantity,"To identify the customer who returns the most catalog items, which can help in customer behavior analysis, fraud detection, or determining if certain customers are abusing return policies. This information could guide customer retention strategies or highlight potential issues with specific product lines.",easy,We could join with a customer dimension table to get more customer details if that table was available in the schema.;We could analyze returns by other metrics like monetary value instead of quantity if the business was more concerned with financial impact.,1
Which customer made the most catalog returns in terms of total quantity?,,"SELECT DISTINCT dummy_col, i.i_item_id, i.i_product_name, i.i_item_desc FROM item i JOIN promotion p ON i.i_item_sk = p.p_item_sk WHERE p.p_channel_email = 1 AND p.p_channel_dmail = 1",promotion;item,,,hard,,0
Which customer made the most catalog returns in terms of total quantity?,,"SELECT dummy_col, cs_bill_customer_sk, SUM(cs_quantity) as total_quantity_returned FROM catalog_sales WHERE cs_bill_customer_sk IS NOT NULL GROUP BY cs_bill_customer_sk ORDER BY total_quantity_returned DESC LIMIT 1;",catalog_sales,catalog_sales.cs_bill_customer_sk;catalog_sales.cs_quantity,,medium,,0
List all the reasons for returns in the system with their descriptions,"# Paraphrases of the Question

1. Provide a complete inventory of return reasons currently in the system along with their accompanying descriptions.

2. Enumerate all possible reasons for returns that exist in the system and include the description for each one.

3. Show me the full set of return justifications available in the system, together with their explanatory descriptions.","SELECT r_reason_id, r_reason_desc FROM reason ORDER BY r_reason_id",reason,reason.r_reason_id;reason.r_reason_desc,"To understand the categorization of return reasons in the system, which helps business stakeholders analyze patterns in return behaviors and potentially address common return issues.",easy,"SELECT * FROM reason ORDER BY r_reason_id;SELECT r_reason_sk, r_reason_id, r_reason_desc FROM reason",1
List all the reasons for returns in the system with their descriptions,,SELECT AVG(ib_lower_bound) FROM income_band,income_band,income_band.ib_lower_bound,,easy,,0
List all the reasons for returns in the system with their descriptions,,"SELECT dummy_col, r_reason_id, r_reason_desc FROM reason ORDER BY r_reason_id",reason,reason.r_reason_id;reason.r_reason_desc,,easy,,0
"Which stores were closed after January 1, 2000?","# Paraphrases of ""Which stores were closed after January 1, 2000?""

1. What retail establishments shut down following January 1, 2000?

2. After the start of the year 2000, which shops ceased operations?

3. Can you identify the stores that terminated their business after January 1st of 2000?","SELECT s_store_id, s_store_name FROM store JOIN date_dim ON s_closed_date_sk = d_date_sk WHERE d_date > '2000-01-01'",date_dim;store,,"To identify stores that have been closed after a specific date, which helps in analyzing store closure patterns and potentially understanding retail location performance over time. This information could be valuable for business planning, real estate strategy, or market analysis.",medium,"The query assumes a date_dim table exists to join with the s_closed_date_sk, which is standard in star schema data warehouses. If date_dim doesn't exist, we would need to work with the surrogate key directly or use another approach for date comparison.",1
